"","loc","year","srad_mean_growingseason","srad_sum_growingseason","tmax_mean_growingseason","tmin_mean_growingseason","vp_mean_growingseason","dayl_mean_growingseason","prcp_sum_growingseason","srad_mean_April","srad_sum_April","tmax_mean_April","tmin_mean_April","vp_mean_April","dayl_mean_April","prcp_sum_April","srad_mean_May","srad_sum_May","tmax_mean_May","tmin_mean_May","vp_mean_May","dayl_mean_May","prcp_sum_May","srad_mean_June","srad_sum_June","tmax_mean_June","tmin_mean_June","vp_mean_June","dayl_mean_June","prcp_sum_June","srad_mean_July","srad_sum_July","tmax_mean_July","tmin_mean_July","vp_mean_July","dayl_mean_July","prcp_sum_July","srad_mean_August","srad_sum_August","tmax_mean_August","tmin_mean_August","vp_mean_August","dayl_mean_August","prcp_sum_August","srad_mean_September","srad_sum_September","tmax_mean_September","tmin_mean_September","vp_mean_September","dayl_mean_September","prcp_sum_September","srad_mean_October","srad_sum_October","tmax_mean_October","tmin_mean_October","vp_mean_October","dayl_mean_October","prcp_sum_October","srad_mean_November","srad_sum_November","tmax_mean_November","tmin_mean_November","vp_mean_November","dayl_mean_November","prcp_sum_November","srad_mean_April_May","srad_sum_April_May","tmax_mean_April_May","tmin_mean_April_May","vp_mean_April_May","dayl_mean_April_May","prcp_sum_April_May","srad_mean_June_July","srad_sum_June_July","tmax_mean_June_July","tmin_mean_June_July","vp_mean_June_July","dayl_mean_June_July","prcp_sum_June_July","srad_mean_August_September","srad_sum_August_September","tmax_mean_August_September","tmin_mean_August_September","vp_mean_August_September","dayl_mean_August_September","prcp_sum_August_September","srad_mean_October_November","srad_sum_October_November","tmax_mean_October_November","tmin_mean_October_November","vp_mean_October_November","dayl_mean_October_November","prcp_sum_October_November","srad_mean_April_May_June_July","srad_sum_April_May_June_July","tmax_mean_April_May_June_July","tmin_mean_April_May_June_July","vp_mean_April_May_June_July","dayl_mean_April_May_June_July","prcp_sum_April_May_June_July","srad_mean_August_September_October_November","srad_sum_August_September_October_November","tmax_mean_August_September_October_November","tmin_mean_August_September_October_November","vp_mean_August_September_October_November","dayl_mean_August_September_October_November","prcp_sum_August_September_October_November"
"443","Pecos, TX",1994,445.939549180328,108809.25,32.3584016393443,14.7263524590164,827.664262295082,45523.8406967213,147.04,507.117333333333,15213.52,29.0383333333333,7.984,401.428666666667,45913.9186666667,5.45,470.51935483871,14586.1,31.5109677419355,14.7258064516129,675.943225806452,48895.7061290323,62.71,511.087333333333,15332.62,38.9473333333333,20.8803333333333,969.972,50427.186,0,468.75,14531.25,38.31,21.2348387096774,1144.44677419355,49807.5041935484,9.29,482.026129032258,14942.81,36.9283870967742,20.5683870967742,980.178064516129,47299.8264516129,12.38,437.348333333333,13120.45,32.689,15.85,812.365666666667,43905.0156666667,44.3,364.112580645161,11287.49,27.94,10.868064516129,901.326774193548,40376.8641935484,10.45,326.500333333333,9795.01,23.328,5.41633333333333,722.611666666667,37421.8863333333,2.46,488.518360655738,29799.62,30.2949180327869,11.4101639344262,540.93606557377,47429.2532786885,68.16,489.571639344262,29863.87,38.6234426229508,21.0604918032787,1058.63950819672,50112.2657377049,9.29,460.053442622951,28063.26,34.8434426229508,18.247868852459,897.64737704918,45630.2473770492,56.68,345.614754098361,21082.5,25.6718032786885,8.18688524590164,813.434098360656,38923.5963934426,12.91,489.045,59663.49,34.4591803278689,16.2353278688525,799.787786885246,48770.7595081967,77.45,402.834098360656,49145.76,30.2576229508197,13.2173770491803,855.540737704918,42276.9218852459,69.59
"444","Portageville, MO",1994,355.704385245902,86791.8700000001,25.7724590163934,14.0487295081967,1708.89799180328,46016.8835655738,763.66,395.192,11855.76,21.824,9.322,1245.833,46479.323,181.7,418.006451612903,12958.2,24.7445161290323,12.4148387096774,1467.78483870968,50099.4370967742,44.24,358.301,10749.03,31.3333333333333,20.561,2431.78266666667,51971.838,147.6,377.188709677419,11692.85,31.1022580645161,20.8483870967742,2483.68903225806,51212.8551612903,86.66,417.266774193548,12935.27,30.4848387096774,17.9274193548387,2075.4464516129,48158.6364516129,37.98,363.122,10893.66,26.7396666666667,13.893,1617.095,44051.3236666667,110.27,297.83,9232.73,22.591935483871,10.1061290322581,1283.3235483871,39788.4403225806,47.06,215.812333333333,6474.37,17.1646666666667,7.147,1050.40766666667,36200.1536666667,108.15,406.786229508197,24813.96,23.3081967213115,10.8937704918033,1358.62819672131,48319.0531147541,225.94,367.899672131148,22441.88,31.2159016393443,20.7070491803279,2458.16131147541,51586.1254098361,234.26,390.638196721311,23828.93,28.6429508196721,15.9432786885246,1850.02770491803,46138.646557377,148.25,257.493442622951,15707.1,19.9227868852459,8.65081967213115,1168.77475409836,38023.7091803279,155.21,387.342950819672,47255.84,27.2620491803279,15.8004098360656,1908.39475409836,49952.5892622951,460.2,324.065819672131,39536.03,24.282868852459,12.2970491803279,1509.4012295082,42081.1778688525,303.46
"445","Safford, AZ",1994,434.544057377049,106028.75,31.3988114754098,14.2161885245902,903.954754098361,45659.1119262295,195.91,492.781,14783.43,26.7783333333333,7.98566666666667,569.103666666667,46069.5856666667,0.61,499.836451612903,15494.93,30.6667741935484,11.7945161290323,561.777096774194,49226.2177419355,9.35,494.292333333333,14828.77,38.8406666666667,20.1313333333333,918.457333333333,50850.38,2.77,473.313870967742,14672.73,38.4087096774194,21.3706451612903,985.730967741936,50192.8983870968,14.6,446.783870967742,13850.3,37.33,21.8754838709677,1030.15419354839,47536.0306451613,44.83,425.212666666667,12756.38,33.465,17.154,1305.43233333333,43945.3256666667,29.23,364.95,11313.45,27.0190322580645,9.62290322580645,1052.35322580645,40214.8729032258,38.52,277.625333333333,8328.76,18.421,3.535,808.156,37086.4653333333,56,496.366557377049,30278.36,28.7544262295082,9.92131147540984,565.380327868852,47673.7757377049,9.96,483.631147540984,29501.5,38.6211475409836,20.7611475409836,952.645573770492,50516.25,17.37,436.175081967213,26606.68,35.4291803278689,19.5534426229508,1165.5368852459,45770.1101639344,74.06,322.003442622951,19642.21,22.7904918032787,6.62885245901639,932.256229508197,38676.3118032787,94.52,489.998852459016,59779.86,33.6877868852459,15.3412295081967,759.012950819672,49095.0128688525,27.33,379.089262295082,46248.89,29.1098360655738,13.0911475409836,1048.89655737705,42223.2109836066,168.58
"446","Saint Joseph, LA",1994,362.123606557377,88358.16,28.4393442622951,16.7058196721311,1987.00200819672,45572.0004918033,1024.03,412.667666666667,12380.03,25.948,12.0213333333333,1493.67933333333,45969.3843333333,155.15,392.832903225806,12177.82,27.4487096774194,16.0516129032258,1853.70838709677,49013.3964516129,198.04,368.894333333333,11066.83,32.2613333333333,21.1866666666667,2522.58433333333,50577.8036666667,164.82,376.341935483871,11666.6,32.1564516129032,21.67,2602.00903225806,49944.6987096774,134.26,410.507419354839,12725.73,32.3438709677419,20.5470967741935,2423.16193548387,47383.9670967742,59.59,391.144333333333,11734.33,30.3486666666667,17.34,2018.50533333333,43919.381,61.89,276.322580645161,8566,24.9229032258065,14.3245161290323,1684.17419354839,40319.1474193548,203.95,268.027333333333,8040.82,21.981,10.313,1277.692,37302.4516666667,46.33,402.587704918033,24557.85,26.7106557377049,14.0695081967213,1676.64491803279,47516.3413114754,353.19,372.679180327869,22733.43,32.2080327868852,21.4322950819672,2562.94770491803,50256.0618032787,299.08,400.984590163934,24460.06,31.3626229508197,18.9698360655738,2224.15049180328,45680.072295082,121.48,272.242950819672,16606.82,23.4760655737705,12.3516393442623,1484.26491803279,38835.526557377,250.28,387.633442622951,47291.28,29.4593442622951,17.7509016393443,2119.79631147541,48886.201557377,652.27,336.613770491803,41066.88,27.4193442622951,15.660737704918,1854.20770491803,42257.7994262295,371.76
"447","Shafter, CA",1994,426.240040983607,104002.57,29.7694262295082,12.8732786885246,679.26,45921.2279508197,89.67,432.077666666667,12962.33,25.4656666666667,9.504,775.799333333333,46370.0703333333,22.58,475.917419354839,14753.44,28.1322580645161,11.951935483871,690.815161290323,49866.1093548387,22.34,513.358333333333,15400.75,34.3936666666667,15.5766666666667,673.321666666667,51671.6706666667,0,481.488064516129,14926.13,37.5767741935484,19.4029032258065,861.485483870968,50940.0590322581,0,482.097096774194,14945.01,36.8561290322581,18.1696774193548,795.446451612903,47992.4919354839,0,414.560333333333,12436.81,32.9973333333333,15.3923333333333,661.145333333333,44023.0773333333,4.72,356.756129032258,11059.44,26.2970967741935,9.96935483870968,458.587419354839,39902.1522580645,7.22,250.622,7518.66,16.1103333333333,2.75266666666667,514.502666666667,36436.996,32.81,454.356885245902,27715.77,26.8208196721311,10.7480327868852,732.610655737705,48146.7459016393,44.92,497.161967213115,30326.88,36.0113114754098,17.5211475409836,768.945901639344,51299.8680327869,0,448.882295081967,27381.82,34.9583606557377,16.8037704918033,729.396721311475,46040.3208196721,4.72,304.559016393443,18578.1,21.2872131147541,6.42016393442623,486.086721311475,38197.9770491803,40.03,475.759426229508,58042.65,31.4160655737705,14.1345901639344,750.778278688525,49723.3069672131,44.92,376.720655737705,45959.92,28.1227868852459,11.6119672131148,607.741721311475,42119.1489344262,44.75
"448","Stoneville, MS",1994,360.325368852459,87919.39,27.9470491803279,16.2263524590164,1938.8962704918,45714.5720081967,912.16,418.452666666667,12553.58,25.7683333333333,12.1313333333333,1496.20633333333,46133.2933333333,96.6,398.531612903226,12354.48,27.291935483871,15.5274193548387,1797.6035483871,49361.6716129032,131.99,368.380666666667,11051.42,32.4903333333333,21.8693333333333,2632.29433333333,51024.0093333333,77.28,364.485483870968,11299.05,31.7864516129032,21.7051612903226,2606.85967741935,50350.9448387097,273.36,424.889677419355,13171.58,32.1638709677419,19.7561290322581,2310.87451612903,47632.7509677419,33.33,387.507,11625.21,30.2063333333333,16.486,1913.366,43961.8176666667,36.02,264.268709677419,8192.33,23.8216129032258,13.0593548387097,1551.77612903226,40148.5761290323,167.64,255.724666666667,7671.74,19.9383333333333,9.10466666666667,1185.13866666667,36948.9903333333,95.94,408.328852459016,24908.06,26.5426229508197,13.8572131147541,1649.37540983607,47773.9445901639,228.59,366.401147540984,22350.47,32.1326229508197,21.7859016393443,2619.36852459016,50681.9601639344,350.64,406.504754098361,24796.79,31.2011475409836,18.147868852459,2115.37852459016,45827.3739344262,69.35,260.066721311475,15864.07,21.9118032786885,11.1144262295082,1371.46262295082,38575.0093442623,263.58,387.365,47258.53,29.3376229508197,17.8215573770492,2134.37196721311,49227.9523770492,579.23,333.285737704918,40660.86,26.5564754098361,14.6311475409836,1743.42057377049,42201.1916393443,332.93
"449","Thrall, TX",1994,378.540286885246,92363.83,29.9347950819672,17.6583606557377,2047.78512295082,45444.8555737705,714.21,416.637,12499.11,26.1683333333333,12.6466666666667,1433.59333333333,45822.8503333333,62.83,405.337419354839,12565.46,27.8035483870968,16.6593548387097,1918.50483870968,48702.6390322581,134.96,404.465333333333,12133.96,33.7453333333333,22.0736666666667,2649.495,50180.2723333333,34.92,432.943870967742,13421.26,36.4516129032258,23.0464516129032,2741.82677419355,49582.5264516129,0,387.317741935484,12006.85,34.38,21.811935483871,2331.67483870968,47161.7187096774,124.35,400.171666666667,12005.15,31.3693333333333,17.9773333333333,2078.68966666667,43881.4236666667,54.27,300.305161290323,9309.46,26.7241935483871,15.1474193548387,1780.67483870968,40471.6283870968,253.4,280.752666666667,8422.58,22.6486666666667,11.703,1428.437,37617.816,49.48,410.894590163934,25064.57,26.9993442622951,14.6859016393443,1680.0237704918,47286.3495081967,197.79,418.938032786885,25555.22,35.1206557377049,22.5680327868852,2696.41770491803,49876.4998360656,34.92,393.639344262295,24012,32.8993442622951,19.9260655737705,2207.25590163934,45548.458852459,178.62,290.689180327869,17732.04,24.7198360655738,13.4534426229508,1607.4431147541,39068.1140983607,302.88,414.91631147541,50619.79,31.06,18.6269672131148,2188.22073770492,48581.4246721312,232.71,342.164262295082,41744.04,28.8095901639344,16.6897540983607,1907.34950819672,42308.2864754098,481.5
"450","University Park, NM",1994,454.594180327869,110920.98,31.0597540983607,13.2065983606557,667.290901639344,45604.4390163934,110.5,508.267333333333,15248.02,26.6476666666667,6.71933333333333,362.293,46006.7163333333,8.01,507.060322580645,15718.87,31.1687096774194,11.7435483870968,516.15064516129,49092.6538709677,25.23,511.827666666667,15354.83,38.3703333333333,19.126,851.440333333333,50679.283,1.53,466.045483870968,14447.41,37.4483870967742,21.1390322580645,975.229032258065,50037.1170967742,34.94,483.590967741935,14991.32,36.5812903225806,20.3696774193548,972.163870967742,47440.6135483871,5.1,458.051666666667,13741.55,32.422,15.423,705.294,43929.0486666667,12.58,396.867419354839,12302.89,26.4261290322581,8.17903225806452,551.115483870968,40280.2996774194,0,303.869666666667,9116.09,19.1673333333333,2.66633333333333,393.124333333333,37222.0156666667,23.11,507.65393442623,30966.89,28.9452459016393,9.27262295081967,440.482950819672,47574.9796721312,33.24,488.56131147541,29802.24,37.9018032786885,20.1490163934426,914.349344262295,50352.9363934426,36.47,471.030655737705,28732.87,34.535737704918,17.9368852459016,840.916393442623,45713.6144262295,17.68,351.130819672131,21418.98,22.8562295081967,5.46786885245902,473.414918032787,38776.2255737705,23.11,498.10762295082,60769.13,33.4235245901639,14.7108196721311,677.416147540984,48963.9580327869,69.71,411.080737704918,50151.85,28.6959836065574,11.7023770491803,657.165655737705,42244.92,40.79
"451","W Side Field Station, CA",1994,424.121352459016,103485.61,29.8361885245902,12.3248770491803,666.16643442623,46010.8319262295,121.75,433.719,13011.57,25.443,9.47466666666667,672.956333333333,46472.417,20.66,470.2,14576.2,28.0670967741935,11.8051612903226,725.999032258065,50084.6780645161,37.03,517.815,15534.45,34.451,14.5883333333333,637.766666666667,51952.84,0,486.468064516129,15080.51,37.1138709677419,17.8058064516129,777.172903225806,51195.5935483871,0,484.656129032258,15024.34,36.8793548387097,16.891935483871,730.424516129032,48148.1319354839,0,417.970666666667,12539.12,33.2763333333333,14.5973333333333,625.400333333333,44049.539,14.86,345.492903225806,10710.28,26.7741935483871,9.85064516129032,492.373548387097,39795.6290322581,17.98,233.638,7009.14,16.3683333333333,3.35,665.194666666667,36215.1366666667,31.22,452.258524590164,27587.77,26.7765573770492,10.6590163934426,699.912459016393,48308.1562295082,57.69,501.884590163934,30614.96,35.804262295082,16.2234426229508,708.612459016393,51568.0098360656,0,451.86,27563.46,35.1073770491803,15.7634426229508,678.773278688525,46132.4304918033,14.86,290.482295081967,17719.42,21.6565573770492,6.65360655737705,577.367540983607,38034.731147541,49.2,477.071557377049,58202.73,31.2904098360656,13.4412295081967,704.262459016393,49938.0830327869,57.69,371.171147540984,45282.88,28.3819672131148,11.2085245901639,628.070409836066,42083.5808196721,64.06
"452","Weslaco, TX",1994,393.593647540984,96036.85,32.475,21.2737295081967,2211.36295081967,45061.6819262295,392.01,440.992666666667,13229.78,28.9123333333333,17.8443333333333,1474.81633333333,45379.3953333333,13.13,436.281612903226,13524.73,31.5835483870968,21.3209677419355,1929.50290322581,47765.2687096774,58.64,406.430333333333,12192.91,34.8933333333333,23.9736666666667,2560.593,48984.2546666667,98.68,434.958387096774,13483.71,36.7522580645161,24.4206451612903,2718.84387096774,48491.6703225806,5.59,407.289032258065,12625.96,35.068064516129,23.5722580645161,2392.02387096774,46489.9658064516,17.72,393.92,11817.6,33.0033333333333,21.059,2184.82466666667,43766.4503333333,107.65,323.563225806452,10030.46,30.2151612903226,19.4096774193548,2264.5364516129,40933.034516129,87.29,304.39,9131.7,29.248,18.4683333333333,2150.44733333333,38568.9753333333,3.31,438.598524590164,26754.51,30.2698360655738,19.6111475409836,1705.88655737705,46591.8883606557,71.77,420.928196721311,25676.62,35.8380327868852,24.2008196721311,2641.01557377049,48733.9249180328,104.27,400.714098360656,24443.56,34.0526229508197,22.3362295081967,2290.12262295082,45150.5319672131,125.37,314.133770491803,19162.16,29.7395081967213,18.9467213114754,2208.42704918033,39770.3824590164,90.6,429.763360655738,52431.13,33.0539344262295,21.9059836065574,2173.45106557377,47662.9066393443,176.04,357.42393442623,43605.72,31.8960655737705,20.6414754098361,2249.27483606557,42460.4572131148,215.97
"453","Artesia, NM",1995,441.504098360656,107727,30.0928278688525,12.1179098360656,854.275491803279,45659.1119262295,181.29,515.467333333333,15464.02,25.2446666666667,5.37666666666667,330.351666666667,46069.5856666667,1.54,477.017741935484,14787.55,29.8809677419355,12.7464516129032,551.411290322581,49226.2177419355,18.92,496.095666666667,14882.87,34.3533333333333,16.224,696.832333333333,50850.38,50.82,497.854516129032,15433.49,36.3929032258064,18.4370967741935,925.378064516129,50192.8983870968,4.87,436.800322580645,13540.81,35.2845161290323,19.5206451612903,1367.58935483871,47536.0306451613,22.74,381.433666666667,11443.01,29.8796666666667,14.913,1406.915,43945.3256666667,82.4,417.795161290323,12951.65,27.7474193548387,6.7858064516129,833.367096774194,40214.8729032258,0,307.453333333333,9223.6,21.6613333333333,2.639,713.671,37086.4653333333,0,495.92737704918,30251.57,27.6008196721311,9.12196721311475,442.693442622951,47673.7757377049,20.46,496.989508196721,30316.36,35.3898360655738,17.3486885245902,812.978524590164,50516.25,55.69,409.570819672131,24983.82,32.626393442623,17.2545901639344,1386.92983606557,45770.1101639344,105.14,363.52868852459,22175.25,24.754262295082,4.74639344262295,774.500163934426,38676.3118032787,0,496.458442622951,60567.93,31.4953278688525,13.2353278688525,627.835983606557,49095.0128688525,76.15,386.549754098361,47159.07,28.6903278688525,11.0004918032787,1080.715,42223.2109836066,105.14
"454","Auburn, AL",1995,380.645450819672,92877.49,27.7060655737705,14.2138114754098,1650.27028688525,45637.1501639344,880.98,439.948666666667,13198.46,24.2436666666667,8.65833333333333,1157.9,46044.3386666667,62.41,429.143225806452,13303.44,29.2025806451613,14.8312903225806,1702.88290322581,49172.5693548387,26.08,418.625666666667,12558.77,30.03,17.2136666666667,1726.946,50781.6426666667,51.04,412.653870967742,12792.27,34.2870967741936,20.3990322580645,1995.08387096774,50130.3193548387,66.98,352.007419354839,10912.23,32.6438709677419,21.5490322580645,2491.29096774194,47497.7103225806,123.82,375.903333333333,11277.1,29.0676666666667,16.7256666666667,1917.60466666667,43938.7896666667,93.82,345.874838709677,10722.12,24.78,10.9941935483871,1382.94,40241.1477419355,352.47,270.436666666667,8113.1,17.0573333333333,2.97533333333333,795.143333333333,37140.912,104.36,434.45737704918,26501.9,26.7637704918033,11.7954098360656,1434.85852459016,47634.0952459016,88.49,415.590819672131,25351.04,32.1934426229508,18.8324590163934,1863.21278688525,50450.642295082,118.02,363.759508196721,22189.33,30.8850819672131,19.1768852459016,2209.15016393443,45747.4214754098,217.64,308.774098360656,18835.22,20.9819672131148,7.05049180327869,1093.85967213115,38716.4416393443,456.83,425.024098360656,51852.94,29.478606557377,15.3139344262295,1649.0356557377,49042.3687704918,206.51,336.266803278689,41024.55,25.9335245901639,13.1136885245902,1651.50491803279,42231.931557377,674.47
"455","Beeville, TX",1995,389.812295081967,95114.2,31.4813114754098,18.5450819672131,2108.74700819672,45251.3943032787,478.54,467.467666666667,14024.03,27.5686666666667,14.1976666666667,1428.217,45599.2833333333,49.27,391.257741935484,12128.99,31.6874193548387,20.361935483871,2166.71387096774,48229.5167741936,78.02,431.353666666667,12940.61,32.969,20.423,2215.43166666667,49576.0543333333,78.52,427.059677419355,13238.85,36.2496774193548,22.7561290322581,2601.27290322581,49031.6516129032,28.32,367.493225806452,11392.29,35.3622580645161,23.3383870967742,2839.33387096774,46822.9074193548,71.43,388.546,11656.38,33.9463333333333,20.803,2481.481,43823.4773333333,75.25,363.535483870968,11269.6,30.3864516129032,14.9438709677419,1717.03387096774,40704.2551612903,36.39,282.115,8463.45,23.422,11.296,1390.84633333333,38097.9166666667,61.34,428.738032786885,26153.02,29.6618032786885,17.3303278688525,1803.51868852459,46935.9593442623,127.29,429.171475409836,26179.46,34.6362295081967,21.6086885245902,2411.51491803279,49299.3906557377,106.84,377.847049180328,23048.67,34.6659016393443,22.0914754098361,2663.3406557377,45347.7778688525,146.68,323.49262295082,19733.05,26.9613114754098,13.1498360655738,1556.6137704918,39422.4493442623,97.73,428.954754098361,52332.48,32.1490163934426,19.4695081967213,2107.51680327869,48117.675,234.13,350.669836065574,42781.72,30.813606557377,17.6206557377049,2109.97721311475,42385.1136065574,244.41
"456","Belle Mina, AL",1995,361.979098360656,88322.8999999999,26.4974180327869,13.5607786885246,1694.69950819672,45833.7365983607,953.05,406.627333333333,12198.82,23.6186666666667,8.648,1173.17166666667,46269.9483333333,127.12,392.389032258065,12164.06,26.8283870967742,14.41,1692.17838709677,49652.6041935484,80.92,416.295333333333,12488.86,29.39,16.8243333333333,1938.173,51397.3386666667,84.13,389.224193548387,12065.95,32.9377419354839,20.0196774193548,2347.05870967742,50690.6080645161,105.7,367.64935483871,11397.13,33.3609677419355,21.6648387096774,2596.06967741935,47840.32,79.67,352.121333333333,10563.64,28.4213333333333,15.713,1824.84566666667,43997.1796666667,131.82,329.571612903226,10216.72,23.0983870967742,9.29548387096774,1230.29548387097,40006.3564516129,195.34,240.924,7227.72,13.9826666666667,1.53933333333333,719.576666666667,36653.706,148.35,399.391475409836,24362.88,25.2498360655738,11.5762295081967,1436.92918032787,47989.0029508197,208.04,402.537868852459,24554.81,31.1929508196721,18.4481967213115,2145.96737704918,51038.1804918033,189.83,360.01262295082,21960.77,30.9316393442623,18.7377049180328,2216.77918032787,45950.2509836066,211.49,285.974426229508,17444.44,18.6152459016393,5.48098360655738,979.122295081967,38357.5119672131,343.69,400.964672131148,48917.69,28.221393442623,15.0122131147541,1791.44827868852,49513.5917213115,397.87,322.993524590164,39405.21,24.7734426229508,12.1093442622951,1597.95073770492,42153.8814754098,555.18
"457","Bossier City, LA",1995,373.963483606557,91247.09,29.2098770491803,15.6638524590164,1921.89319672131,45626.2156147541,716.06,404.032333333333,12120.97,23.947,10.6116666666667,1321.60233333333,46031.765,217.23,391.722903225806,12143.41,28.2693548387097,16.8845161290323,1978.46774193548,49145.8570967742,65.97,429.597,12887.91,32.2783333333333,19.0536666666667,2226.289,50747.4246666667,50.59,377.212258064516,11693.58,34.1816129032258,22.2941935483871,2699.14774193548,50099.1635483871,142.29,403.229032258065,12500.1,36.3554838709677,23.0448387096774,2818.90258064516,47478.6261290323,42.58,356.823,10704.69,31.3293333333333,17.6896666666667,2078.89833333333,43935.5346666667,96.21,354.804838709677,10998.95,26.991935483871,10.448064516129,1309.42290322581,40254.2322580645,58.34,273.249333333333,8197.48,20.0273333333333,4.95033333333333,905.136,37168.021,42.85,397.776721311475,24264.38,26.143606557377,13.7995081967213,1655.41918032787,47614.3363934426,283.2,402.975245901639,24581.49,33.2455737704918,20.7004918032787,2466.59426229508,50417.9804918033,192.88,380.406393442623,23204.79,33.883606557377,20.4111475409836,2454.96606557377,45736.1221311475,138.79,314.695573770492,19196.43,23.5667213114754,7.74426229508197,1110.59327868852,38736.423442623,101.19,400.375983606557,48845.87,29.6945901639344,17.25,2061.00672131148,49016.158442623,476.08,347.550983606557,42401.22,28.7251639344262,14.0777049180328,1782.77967213115,42236.2727868852,239.98
"458","Chickasha, OK",1995,376.704467213115,183831.78,27.4658196721311,13.881393442623,1719.18114754098,45874.3105737705,1587.32,425.254333333333,25515.26,22.1266666666667,8.19133333333333,1012.34933333333,46316.4016666667,157.08,382.121612903226,23691.54,24.5870967741935,13.3851612903226,1562.38838709677,49751.6287096774,457.04,439.349333333333,26360.96,30.426,17.443,2009.918,51524.5356666667,281.04,408.600322580645,25333.22,35.1941935483871,21.3032258064516,2551.54,50806.2835483871,69.4,382.675161290323,23725.86,34.111935483871,21.8248387096774,2624.46967741935,47910.9135483871,226.44,324.336333333333,19460.18,28.2106666666667,16.664,1981.66066666667,44009.196,315.04,375.183548387097,23261.38,26.1274193548387,9.14677419354839,1199.02193548387,39958.0090322581,63.44,274.723,16483.38,18.604,2.755,776.744666666667,36553.1966666667,17.84,403.334426229508,49206.8,23.3770491803279,10.8308196721311,1291.87737704918,48062.1727868852,614.12,423.722786885246,51694.18,32.8491803278689,19.4047540983607,2285.16852459016,51159.522295082,350.44,353.98393442623,43186.04,31.2096721311475,19.2867213114754,2308.33409836066,45992.0360655738,541.48,325.776721311475,39744.76,22.4273770491803,6.00327868852459,991.344590163934,38283.511147541,81.28,413.528606557377,100900.98,28.1131147540984,15.1177868852459,1788.52295081967,49610.8475409836,964.56,339.880327868852,82930.8,26.8185245901639,12.645,1649.8393442623,42137.7736065574,622.76
"459","Clarkdale, LA",1995,457.352254098361,111593.95,22.2436885245902,3.64303278688525,540.054303278689,45903.565,169.41,477.252,14317.56,13.9043333333333,-2.50133333333333,522.676,46349.8713333333,41.61,500.946774193548,15529.35,17.0929032258065,1.4,629.902258064516,49823.0138709677,7.74,549.424,16482.72,24.6393333333333,4.352,373.28,51616.272,4.84,523.929677419355,16241.82,29.6358064516129,9.27096774193548,444.567419354839,50889.6932258064,11.32,437.816774193548,13572.32,29.1251612903226,11.3141935483871,644.74935483871,47961.7864516129,77.9,453.244333333333,13597.33,25.7503333333333,7.43533333333333,754.756333333333,44017.853,19.34,413.111935483871,12806.47,21.3490322580645,-0.30741935483871,513.485161290323,39923.1758064516,0,301.546,9046.38,16.1783333333333,-2.05633333333333,434.601666666667,36480.7406666667,6.66,489.293606557377,29846.91,15.5247540983607,-0.518688524590164,577.168032786885,48114.9109836066,49.35,536.467868852459,32724.54,27.1785245901639,6.85180327868852,409.508032786885,51247.0270491803,16.16,445.404098360656,27169.65,27.4654098360656,9.40655737704918,698.851147540984,46022.1470491803,97.24,358.243442622951,21852.85,18.8060655737705,-1.16754098360656,474.69,38230.1749180328,6.66,512.880737704918,62571.45,21.3516393442623,3.16655737704918,493.338032786885,49680.9690163934,65.51,401.823770491803,49022.5,23.135737704918,4.11950819672131,586.770573770492,42126.1609836066,103.9
"460","College Station, TX",1995,381.507459016393,93087.82,29.9485245901639,17.4051229508197,2099.9962295082,45450.0728688525,765.72,434.491333333333,13034.74,25.198,12.61,1492.07733333333,45828.87,85.73,391.311935483871,12130.67,29.6409677419355,18.6158064516129,2179.18774193548,48715.3929032258,158.29,430.380666666667,12911.42,32.0983333333333,20.0056666666667,2365.96566666667,50196.5773333333,87.16,398.858709677419,12364.62,35.231935483871,22.9535483870968,2808.18548387097,49597.3858064516,89.44,376.640967741935,11675.87,34.6125806451613,23.2035483870968,2844.13193548387,47170.8461290323,91.73,377.779,11333.37,32.891,19.84,2366.175,43882.9836666667,129.14,360.189032258065,11165.86,28.1587096774194,13.25,1567.60290322581,40465.3651612903,41.04,282.375666666667,8471.27,21.495,8.48233333333333,1143.33966666667,37604.872,83.19,412.547704918033,25165.41,27.4559016393443,15.662131147541,1841.26459016393,47295.7914754098,244.02,414.36131147541,25276.04,33.6908196721311,21.5037704918033,2590.70032786885,49892.0701639344,176.6,377.200655737705,23009.24,33.7659016393443,21.5493442622951,2609.07114754098,45553.8645901639,220.87,321.920163934426,19637.13,24.8814754098361,10.9052459016393,1358.94885245902,39058.5652459016,124.23,413.454508196721,50441.45,30.5733606557377,18.5829508196721,2215.98245901639,48593.9308196721,420.62,349.560409836066,42646.37,29.3236885245902,16.2272950819672,1984.01,42306.2149180328,345.1
