year,loc,lat,lon,irrigation,str_emmean,srad_mean_growingseason,srad_sum_growingseason,tmax_mean_growingseason,tmin_mean_growingseason,tamp_mean_growingseason,gdd_mean_growingseason,gdd_sum_growingseason,vp_mean_growingseason,dayl_mean_growingseason,prcp_sum_growingseason,srad_mean_April,srad_sum_April,tmax_mean_April,tmin_mean_April,tamp_mean_April,gdd_mean_April,gdd_sum_April,vp_mean_April,dayl_mean_April,prcp_sum_April,srad_mean_May,srad_sum_May,tmax_mean_May,tmin_mean_May,tamp_mean_May,gdd_mean_May,gdd_sum_May,vp_mean_May,dayl_mean_May,prcp_sum_May,srad_mean_June,srad_sum_June,tmax_mean_June,tmin_mean_June,tamp_mean_June,gdd_mean_June,gdd_sum_June,vp_mean_June,dayl_mean_June,prcp_sum_June,srad_mean_July,srad_sum_July,tmax_mean_July,tmin_mean_July,tamp_mean_July,gdd_mean_July,gdd_sum_July,vp_mean_July,dayl_mean_July,prcp_sum_July,srad_mean_August,srad_sum_August,tmax_mean_August,tmin_mean_August,tamp_mean_August,gdd_mean_August,gdd_sum_August,vp_mean_August,dayl_mean_August,prcp_sum_August,srad_mean_September,srad_sum_September,tmax_mean_September,tmin_mean_September,tamp_mean_September,gdd_mean_September,gdd_sum_September,vp_mean_September,dayl_mean_September,prcp_sum_September,srad_mean_October,srad_sum_October,tmax_mean_October,tmin_mean_October,tamp_mean_October,gdd_mean_October,gdd_sum_October,vp_mean_October,dayl_mean_October,prcp_sum_October,srad_mean_November,srad_sum_November,tmax_mean_November,tmin_mean_November,tamp_mean_November,gdd_mean_November,gdd_sum_November,vp_mean_November,dayl_mean_November,prcp_sum_November,srad_mean_April_May,srad_sum_April_May,tmax_mean_April_May,tmin_mean_April_May,tamp_mean_April_May,gdd_mean_April_May,gdd_sum_April_May,vp_mean_April_May,dayl_mean_April_May,prcp_sum_April_May,srad_mean_June_July,srad_sum_June_July,tmax_mean_June_July,tmin_mean_June_July,tamp_mean_June_July,gdd_mean_June_July,gdd_sum_June_July,vp_mean_June_July,dayl_mean_June_July,prcp_sum_June_July,srad_mean_August_September,srad_sum_August_September,tmax_mean_August_September,tmin_mean_August_September,tamp_mean_August_September,gdd_mean_August_September,gdd_sum_August_September,vp_mean_August_September,dayl_mean_August_September,prcp_sum_August_September,srad_mean_October_November,srad_sum_October_November,tmax_mean_October_November,tmin_mean_October_November,tamp_mean_October_November,gdd_mean_October_November,gdd_sum_October_November,vp_mean_October_November,dayl_mean_October_November,prcp_sum_October_November,srad_mean_April_May_June_July,srad_sum_April_May_June_July,tmax_mean_April_May_June_July,tmin_mean_April_May_June_July,tamp_mean_April_May_June_July,gdd_mean_April_May_June_July,gdd_sum_April_May_June_July,vp_mean_April_May_June_July,dayl_mean_April_May_June_July,prcp_sum_April_May_June_July,srad_mean_August_September_October_November,srad_sum_August_September_October_November,tmax_mean_August_September_October_November,tmin_mean_August_September_October_November,tamp_mean_August_September_October_November,gdd_mean_August_September_October_November,gdd_sum_August_September_October_November,vp_mean_August_September_October_November,dayl_mean_August_September_October_November,prcp_sum_August_September_October_November,region,state
2004,"Lubbock, TX",33.5846,101.8456,NA,28.955790341372825,385.736024590164,94119.5899999999,26.5578278688525,13.1139754098361,13.4438524590164,6.30821721311476,1539.205,1482.90467213115,45696.0501229508,737.57,436.551,13096.53,22.337,8.096,14.241,3.7895,113.685,1048.69733333333,46273.3453333333,72.41,460.3,14269.3,30.1309677419355,13.6277419354839,16.5032258064516,7.61693548387097,236.125,1467.3835483871,49488.3603225806,26.66,405.738666666667,12172.16,31.7223333333333,17.3113333333333,14.411,9.02033333333333,270.61,1721.27,51093.2873333333,81.37,418.203870967742,12964.32,32.1351612903226,19.0222580645161,13.1129032258065,9.9833870967742,309.485,1775.59,50337.875483871,93.62,413.712903225806,12825.1,30.5025806451613,17.9525806451613,12.55,8.6391935483871,267.815,2048.43806451613,47551.0680645161,80.35,373.521,11205.63,27.759,14.8176666666667,12.9413333333333,6.46933333333333,194.08,1704.468,43839.2936666667,121.99,342.263870967742,10610.18,23.5341935483871,10.2138709677419,13.3203225806452,3.9808064516129,123.405,1271.05290322581,40008.4490322581,87,232.545666666667,6976.37,14.0056666666667,3.59166666666667,10.414,0.8,24,805.309333333333,36823.3366666667,174.17,448.620163934426,27365.83,26.297868852459,10.9072131147541,15.3906557377049,5.73459016393443,349.81,1261.47229508197,47907.2054098361,99.07,412.073442622951,25136.48,31.932131147541,18.1808196721311,13.7513114754098,9.50975409836066,580.095,1748.87524590164,50709.3895081967,174.99,393.946393442623,24030.73,29.1532786885246,16.4108196721311,12.7424590163934,7.57204918032787,461.895,1879.27245901639,45725.6052459016,202.34,288.304098360656,17586.55,18.8480327868852,6.95704918032787,11.8909836065574,2.41647540983607,147.405,1041.99868852459,38442.0003278689,261.17,430.346803278689,52502.31,29.115,14.5440163934426,1777.66,7.62217213114754,929.905,1505.1737704918,49308.2974590164,274.06,341.125245901639,41617.28,24.0006557377049,11.6839344262295,1502.64,4.99426229508197,609.3,1460.63557377049,42083.8027868852,463.51,Southwest,Texas
2005,"Lubbock, TX",33.5846,101.8456,NA,29.2345274903256,409.792008196721,99989.2499999999,27.8929508196721,12.9446721311475,14.9482786885246,6.9669262295082,1699.93,1284.67569672131,45731.3683196721,319.28,479.300333333333,14379.01,23.7483333333333,6.58633333333333,17.162,4.10516666666667,123.155,487.432666666667,46152.5753333333,7.6,428.198387096774,13274.15,26.3154838709677,12.7606451612903,13.5548387096774,6.01096774193549,186.34,796.877419354839,49402.6874193548,74.84,469.135333333333,14074.06,32.9253333333333,18.0173333333333,14.908,9.918,297.54,1509.46366666667,51076.6086666667,39.62,418.628064516129,12977.47,33.0906451612903,19.0112903225806,14.0793548387097,10.4883870967742,325.14,1904.08483870968,50398.8129032258,60.93,406.22,12592.82,31.0990322580645,18.6490322580645,12.45,9.27403225806452,287.495,2028.63032258065,47662.0277419355,68.6,436.085666666667,13082.57,31.741,16.4306666666667,15.3103333333333,8.68983333333333,260.695,1600.76833333333,43966.8083333333,0,326.002903225806,10106.09,23.7538709677419,9.61612903225806,14.1377419354839,4.33387096774194,134.35,1199.70322580645,40128.5106451613,67.69,316.769333333333,9503.08,20.3803333333333,2.21066666666667,18.1696666666667,2.8405,85.215,724.092,36907.3633333333,0,453.330491803279,27653.16,25.0529508196721,9.72409836065574,15.3288524590164,5.07368852459016,309.495,644.691475409836,47804.2716393443,82.44,443.467704918033,27051.53,33.0093442622951,18.5224590163934,14.4868852459016,10.207868852459,622.68,1710.00885245902,50732.1550819672,100.55,420.908032786885,25675.39,31.4147540983607,17.5580327868852,13.8567213114754,8.98672131147541,548.19,1818.20639344262,45844.7067213115,68.6,321.461803278689,19609.17,22.0947540983607,5.97409836065574,16.1206557377049,3.5994262295082,219.565,965.79606557377,38544.3398360656,67.69,448.399098360656,54704.69,29.0311475409836,14.1232786885246,1818.76,7.64077868852459,932.175,1177.35016393443,49268.2133606557,182.99,371.184918032787,45284.56,26.7547540983607,11.7660655737705,1828.62,6.2930737704918,767.755,1392.0012295082,42194.5232786885,136.29,Southwest,Texas
2006,"Lubbock, TX",33.5846,101.8456,NA,29.89826867915018,408.206557377049,99602.4,28.7670081967213,13.6020081967213,15.165,7.44934426229508,1817.64,1281.25881147541,45731.3683196721,401.56,489.906666666667,14697.2,27.3426666666667,9.62533333333333,17.7173333333333,5.89116666666667,176.735,514.772666666667,46152.5753333333,20.92,461.243870967742,14298.56,31.1806451612903,13.9606451612903,17.22,8.1908064516129,253.915,1034.74870967742,49402.6874193548,68.8,443.718,13311.54,34.1426666666667,18.312,15.8306666666667,10.5988333333333,317.965,1586.987,51076.6086666667,19.71,444.613548387097,13783.02,34.9641935483871,20.0932258064516,14.8709677419355,11.9287096774194,369.79,1604.81709677419,50398.8129032258,42.78,399.575483870968,12386.84,32.9125806451613,20.1135483870968,12.7990322580645,10.913064516129,338.305,1886.71322580645,47662.0277419355,57.81,383.471666666667,11504.15,26.4833333333333,13.913,12.5703333333333,5.66466666666667,169.94,1602.90233333333,43966.8083333333,138.09,331.596451612903,10279.49,23.151935483871,9.46096774193548,13.6909677419355,3.87161290322581,120.02,1225.07903225806,40128.5106451613,48,311.386666666667,9341.6,19.72,3.03,16.69,2.36566666666667,70.97,773.173,36907.3633333333,5.45,475.340327868852,28995.76,29.2931147540984,11.8285245901639,17.4645901639344,7.05983606557377,430.65,779.022786885246,47804.2716393443,89.72,444.173114754098,27094.56,34.5601639344262,19.2172131147541,15.3429508196721,11.2746721311475,687.755,1596.04819672131,50732.1550819672,62.49,391.655573770492,23890.99,29.7506557377049,17.0640983606557,12.6865573770492,8.33188524590164,508.245,1747.13409836066,45844.7067213115,195.9,321.657213114754,19621.09,21.4640983606557,6.29819672131148,15.1659016393443,3.13098360655738,190.99,1002.83016393443,38544.3398360656,53.45,459.756721311475,56090.32,31.9266393442623,15.522868852459,2001.26,9.16725409836066,1118.405,1187.53549180328,49268.2133606557,152.21,356.656393442623,43512.08,25.6073770491803,11.6811475409836,1699,5.73143442622951,699.235,1374.98213114754,42194.5232786885,249.35,Southwest,Texas
2007,"Lubbock, TX",33.5846,101.8456,NA,31.651288808525912,396.999754098361,96867.94,26.6909016393443,12.493893442623,14.1970081967213,6.35948770491803,1551.715,1509.56442622951,45731.3683196721,408.46,456.609,13698.27,20.321,4.844,15.477,3.13516666666667,94.055,848.766666666667,46152.5753333333,33.9,390.301290322581,12099.34,24.5332258064516,12.6341935483871,11.8990322580645,4.48516129032258,139.04,1453.45225806452,49402.6874193548,128.93,436.038666666667,13081.16,29.7793333333333,16.34,13.4393333333333,7.72066666666667,231.62,1869.27266666667,51076.6086666667,86.98,425.767741935484,13198.8,31.1161290322581,18.171935483871,12.9441935483871,9.04403225806452,280.365,2083.40967741935,50398.8129032258,25.47,406.805161290323,12610.96,32.2448387096774,19.5303225806452,12.7145161290323,10.2875806451613,318.915,2163.30322580645,47662.0277419355,63.33,394.149,11824.47,29.6013333333333,16.2816666666667,13.3196666666667,7.57166666666667,227.15,1710.958,43966.8083333333,62.04,384.428709677419,11917.29,27.0903225806452,9.62967741935484,17.4606451612903,5.84258064516129,181.12,1208.40161290323,40128.5106451613,4.94,281.255,8437.65,18.567,2.18633333333333,16.3806666666667,2.64833333333333,79.45,709.941,36907.3633333333,2.87,422.911639344262,25797.61,22.4616393442623,8.80295081967213,13.6586885245902,3.82122950819672,233.095,1156.06590163934,47804.2716393443,162.83,430.819016393443,26279.96,30.4586885245902,17.2709836065574,13.1877049180328,8.39319672131148,511.985,1978.09639344262,50732.1550819672,112.45,400.580819672131,24435.43,30.9447540983607,17.9326229508197,13.012131147541,8.95188524590164,546.065,1940.83836065574,45844.7067213115,125.37,333.687540983607,20354.94,22.8985245901639,5.96901639344262,16.9295081967213,4.27163934426229,260.57,963.257049180328,38544.3398360656,7.81,426.865327868852,52077.57,26.4601639344262,13.0369672131148,1637.63,6.1072131147541,745.08,1567.08114754098,49268.2133606557,275.28,367.134180327869,44790.37,26.9216393442623,11.9508196721311,1826.44,6.61176229508197,806.635,1452.04770491803,42194.5232786885,133.18,Southwest,Texas
2008,"Lubbock, TX",33.5846,101.8456,NA,29.67533274633771,400.477540983607,97716.5199999999,27.7110245901639,12.3130737704918,15.3979508196721,6.75508196721312,1648.24,1364.25245901639,45696.0501229508,659.91,478.591333333333,14357.74,24.2473333333333,5.878,18.3693333333333,4.38883333333333,131.665,348.110666666667,46273.3453333333,20.87,451.232580645161,13988.21,28.8738709677419,12.0248387096774,16.8490322580645,6.82096774193548,211.45,1001.51193548387,49488.3603225806,116.57,424.280333333333,12728.41,34.941,18.7583333333333,16.1826666666667,11.1393333333333,334.18,1819.25533333333,51093.2873333333,62.73,402.528387096774,12478.38,31.9822580645161,19.1816129032258,12.8006451612903,9.98193548387097,309.44,2206.50677419355,50337.875483871,63.77,397.184516129032,12312.72,31.579677419354802,18.37,13.2096774193548,9.38048387096774,290.795,2052.54258064516,47551.0680645161,121.12,402.628666666667,12078.86,26.8293333333333,13.7316666666667,13.0976666666667,5.782,173.46,1585.235,43839.2936666667,175.51,344.278387096774,10672.63,23.5538709677419,8.23645161290323,15.3174193548387,4.08048387096774,126.495,1133.85935483871,40008.4490322581,97.07,303.319,9099.57,19.5093333333333,2.03833333333333,17.471,2.3585,70.755,735.751,36823.3366666667,2.27,464.687704918033,28345.95,26.5985245901639,9.00180327868852,17.5967213114754,5.62483606557377,343.115,680.167049180328,47907.2054098361,137.44,413.22606557377,25206.79,33.4373770491803,18.9734426229508,14.4639344262295,10.5511475409836,643.62,2016.05524590164,50709.3895081967,126.5,399.861967213115,24391.58,29.2434426229508,16.0888524590164,13.1545901639344,7.61073770491803,464.255,1822.71918032787,45725.6052459016,296.63,324.134426229508,19772.2,21.5647540983607,5.18819672131148,16.3765573770492,3.23360655737705,197.25,938.068360655738,38442.0003278689,99.34,438.956885245902,53552.74,30.0179508196721,13.9876229508197,1955.7,8.08799180327869,986.735,1348.11114754098,49308.2974590164,263.94,361.998196721311,44163.78,25.4040983606557,10.6385245901639,1801.4,5.42217213114754,661.505,1380.3937704918,42083.8027868852,395.97,Southwest,Texas
2009,"Lubbock, TX",33.5846,101.8456,NA,31.566136021059403,410.502418032787,100162.59,27.9331147540984,12.2879508196721,15.6451639344262,6.92776639344262,1690.375,1136.09799180328,45731.3683196721,275.69,475.068333333333,14252.05,24.372,5.62066666666667,18.7513333333333,4.46133333333333,133.84,437.706666666667,46152.5753333333,42.55,464.159677419355,14388.95,27.7958064516129,12.4645161290323,15.3312903225806,6.12693548387097,189.935,691.964193548387,49402.6874193548,8.78,424.920666666667,12747.62,33.2276666666667,18.2286666666667,14.999,10.2295,306.885,1318.57766666667,51076.6086666667,72,421.385161290323,13062.94,33.3635483870968,19.7161290322581,13.6474193548387,10.841935483871,336.1,1710.67903225806,50398.8129032258,57.71,458.276451612903,14206.57,34.0248387096774,18.9048387096774,15.12,10.8651612903226,336.82,1783.33806451613,47662.0277419355,7.39,379.635666666667,11389.07,27.8433333333333,13.8143333333333,14.029,6.36016666666667,190.805,1477.35733333333,43966.8083333333,56.69,342.5,10617.5,21.9777419354839,6.97903225806452,14.9987096774194,3.61903225806452,112.19,958.843870967742,40128.5106451613,27.13,316.596333333333,9497.89,20.679,2.27833333333333,18.4006666666667,2.79333333333333,83.8,690.302666666667,36907.3633333333,3.44,469.524590163934,28641,26.1119672131148,9.09868852459016,17.0132786885246,5.3077868852459,323.775,566.919508196721,47804.2716393443,51.33,423.12393442623,25810.56,33.2967213114754,18.9845901639344,14.312131147541,10.540737704918,642.985,1517.84229508197,50732.1550819672,129.71,419.600655737705,25595.64,30.9847540983607,16.4013114754098,14.5834426229508,8.64959016393443,527.625,1632.85573770492,45844.7067213115,64.08,329.760491803279,20115.39,21.3390163934426,4.6672131147541,16.6718032786885,3.21295081967213,195.99,826.774426229508,38544.3398360656,30.57,446.324262295082,54451.56,29.7043442622951,14.0416393442623,1910.85,7.92426229508197,966.76,1042.38090163934,49268.2133606557,181.04,374.680573770492,45711.03,26.1618852459016,10.534262295082,1906.57,5.93127049180328,723.615,1229.81508196721,42194.5232786885,94.65,Southwest,Texas
2010,"Lubbock, TX",33.5846,101.8456,NA,33.042288865434365,392.677827868852,95813.39,28.0070491803279,13.1173360655738,14.8897131147541,7.14647540983607,1743.74,1607.88036885246,45731.3683196721,616.57,401.78,12053.4,23.3463333333333,7.67433333333333,15.672,3.9935,119.805,1056.99233333333,46152.5753333333,152.87,444.382903225806,13775.87,27.0548387096774,12.3335483870968,14.7212903225806,6.03532258064516,187.095,1470.24903225806,49402.6874193548,28.6,417.583,12527.49,34.0323333333333,19.4933333333333,14.539,11.1258333333333,333.775,2213.38233333333,51076.6086666667,52.15,375.541290322581,11641.78,30.0948387096774,19.5509677419355,10.5438709677419,9.22290322580645,285.91,2277.84451612903,50398.8129032258,246.79,435.068387096774,13487.12,33.8145161290323,19.2909677419355,14.5235483870968,11.0806451612903,343.5,2256.44032258064,47662.0277419355,22.17,370.286666666667,11108.6,30.5756666666667,16.3593333333333,14.2163333333333,8.30366666666667,249.11,1886.376,43966.8083333333,49.96,384.60064516129,11922.62,25.6738709677419,8.84322580645161,16.8306451612903,5.03693548387097,156.145,998.404193548387,40128.5106451613,62.13,309.883666666667,9296.51,19.3103333333333,1.14133333333333,18.169,2.28,68.4,684.307,36907.3633333333,1.9,423.430655737705,25829.27,25.2309836065574,10.042131147541,15.1888524590164,5.03114754098361,306.9,1267.00803278689,47804.2716393443,181.47,396.217540983607,24169.27,32.0313114754098,19.5226229508197,12.5086885245902,10.1587704918033,619.685,2246.14180327869,50732.1550819672,298.94,403.208524590164,24595.72,32.2216393442623,17.8491803278689,14.3724590163934,9.71491803278689,592.61,2074.44147540984,45844.7067213115,72.13,347.854590163934,21219.13,22.544262295082,5.05540983606557,17.4888524590164,3.68106557377049,224.545,843.930163934426,38544.3398360656,64.03,409.824098360656,49998.54,28.6311475409836,14.7823770491803,1689.55,7.59495901639344,926.585,1756.57491803279,49268.2133606557,480.41,375.531557377049,45814.85,27.3829508196721,11.4522950819672,1943.54,6.69799180327869,817.155000000001,1459.18581967213,42194.5232786885,136.16,Southwest,Texas
2011,"Lubbock, TX",33.5846,101.8456,NA,35.99581852457762,438.866147540984,107083.34,30.5593442622951,13.6073360655738,16.9520081967213,8.62600409836066,2104.745,779.012459016393,45731.3683196721,109.54,496.007,14880.21,28.1226666666667,7.51133333333333,20.6113333333333,6.26966666666667,188.09,385.719666666667,46152.5753333333,0,495.603870967742,15363.72,29.8954838709677,11.5645161290323,18.3309677419355,7.37403225806452,228.595,532.638387096774,49402.6874193548,7.45,493.729333333333,14811.88,37.7383333333333,20.242,17.4963333333333,12.7535,382.605,914.113333333333,51076.6086666667,0,469.964193548387,14568.89,37.1329032258065,21.981935483871,15.1509677419355,13.8448387096774,429.19,1018.54903225806,50398.8129032258,0,479.291935483871,14858.05,37.5525806451613,22.0174193548387,15.5351612903226,13.8816129032258,430.33,1021.28741935484,47662.0277419355,33.51,430.157,12904.71,30.446,14.486,15.96,7.8385,235.155,816.083333333333,43966.8083333333,33.94,353.893548387097,10970.7,25.1035483870968,8.64483870967742,16.4587096774194,4.96354838709677,153.87,865.692258064516,40128.5106451613,28.7,290.839333333333,8725.18,18.235,2.08466666666667,16.1503333333333,1.897,56.91,667.279,36907.3633333333,5.94,495.802131147541,30243.93,29.023606557377,9.57114754098361,19.4524590163934,6.83090163934426,416.685,460.383278688525,47804.2716393443,7.45,481.651967213115,29380.77,37.4306557377049,21.1262295081967,16.3044262295082,13.3081147540984,811.795,967.187213114754,50732.1550819672,0,455.127213114754,27762.76,34.0575409836066,18.3134426229508,15.7440983606557,10.9095901639344,665.485,920.36737704918,45844.7067213115,67.45,322.883278688525,19695.88,21.7255737704918,5.41852459016394,16.3070491803279,3.45540983606557,210.78,768.111967213115,38544.3398360656,34.64,488.727049180328,59624.7,33.227131147541,15.3486885245902,2181.17,10.0695081967213,1228.48,713.785245901639,49268.2133606557,7.45,389.005245901639,47458.64,27.8915573770492,11.8659836065574,1955.12,7.1825,876.265,844.239672131148,42194.5232786885,102.09,Southwest,Texas
2012,"Lubbock, TX",33.5846,101.8456,NA,32.69036725312964,409.986270491803,100036.65,29.6323770491803,13.9,15.7323770491803,7.93838114754099,1936.965,1191.67807377049,45696.0501229508,260.66,470.444333333333,14113.33,28.275,10.0576666666667,18.2173333333333,6.32583333333333,189.775,532.675666666667,46273.3453333333,38.97,445.534838709677,13811.58,30.4045161290323,14.7687096774194,15.6358064516129,7.82322580645161,242.52,1059.90032258065,49488.3603225806,37.94,446.495,13394.85,34.169,18.8066666666667,15.3623333333333,10.7693333333333,323.08,1542.38533333333,51093.2873333333,46.22,439.81935483871,13634.4,34.5329032258065,20.3854838709677,14.1474193548387,11.8590322580645,367.63,1658.23709677419,50337.875483871,10.46,434.010322580645,13454.32,34.461935483871,19.8790322580645,14.5829032258065,11.4716129032258,355.62,1403.81258064516,47551.0680645161,48.52,378.783,11363.49,29.8783333333333,15.3836666666667,14.4946666666667,7.66966666666667,230.09,1421.593,43839.2936666667,73.86,356.36,11047.16,23.5841935483871,8.10032258064516,15.4838709677419,4.28096774193548,132.71,1094.8635483871,40008.4490322581,3.9,307.250666666667,9217.52,21.6046666666667,3.56733333333333,18.0373333333333,3.18466666666667,95.54,804.953666666667,36823.3366666667,0.79,457.785409836066,27924.91,29.3572131147541,12.4518032786885,16.9054098360656,7.08680327868853,432.295,800.609508196721,47907.2054098361,76.91,443.102459016393,27029.25,34.3539344262295,19.6090163934426,14.7449180327869,11.3231147540984,690.71,1601.26081967213,50709.3895081967,56.68,406.849344262295,24817.81,32.2077049180328,17.6681967213115,14.5395081967213,9.60180327868853,585.71,1412.55704918033,45725.6052459016,122.38,332.207868852459,20264.68,22.6106557377049,5.87098360655738,16.7396721311475,3.74180327868853,228.25,952.284918032787,38442.0003278689,4.69,450.44393442623,54954.16,31.8555737704918,16.0304098360656,1930.67,9.20495901639344,1123.005,1200.93516393443,49308.2974590164,133.59,369.528606557377,45082.49,27.4091803278689,11.7695901639344,1908.03,6.67180327868853,813.96,1182.42098360656,42083.8027868852,127.07,Southwest,Texas
2013,"Lubbock, TX",33.5846,101.8456,NA,32.30508194187651,414.451885245902,101126.26,28.1284836065574,12.5540573770492,15.5744262295082,7.35706967213115,1795.125,1137.47151639344,45731.3683196721,272.65,494.283666666667,14828.51,24.0356666666667,4.255,19.7806666666667,4.6895,140.685,350.157666666667,46152.5753333333,0.84,477.833870967742,14812.85,29.3977419354839,12.0483870967742,17.3493548387097,7.31967741935484,226.91,569.161935483871,49402.6874193548,12.04,446.132,13383.96,33.8133333333333,19.0426666666667,14.7706666666667,10.7376666666667,322.13,953.808333333333,51076.6086666667,75.94,420.226774193548,13027.03,32.1032258064516,19.2793548387097,12.8238709677419,10.1045161290323,313.24,1657.67193548387,50398.8129032258,70.28,437.027096774194,13547.84,33.6029032258065,19.3970967741935,14.2058064516129,10.8809677419355,337.31,2080.63129032258,47662.0277419355,58.48,395.647666666667,11869.43,30.9813333333333,16.6153333333333,14.366,8.67066666666667,260.12,1837.69766666667,43966.8083333333,4.77,358.742258064516,11121.01,24.788064516129,7.9741935483871,16.8138709677419,4.65548387096774,144.32,1025.36935483871,40128.5106451613,36.19,284.521,8535.63,16.0596666666667,1.53766666666667,14.522,1.68033333333333,50.41,599.175666666667,36907.3633333333,14.11,485.92393442623,29641.36,26.7606557377049,8.2155737704918,18.5450819672131,6.02614754098361,367.595,461.454918032787,47804.2716393443,12.88,432.967049180328,26410.99,32.944262295082,19.1629508196721,13.7813114754098,10.4159016393443,635.37,1311.50950819672,50732.1550819672,146.22,416.676557377049,25417.27,32.313606557377,18.0290163934426,14.2845901639344,9.79393442622951,597.43,1961.15573770492,45844.7067213115,63.25,322.24,19656.64,20.4954098360656,4.80868852459016,15.6867213114754,3.19229508196721,194.73,815.765901639344,38544.3398360656,50.3,459.445491803279,56052.35,29.8524590163934,13.689262295082,1971.91,8.22102459016393,1002.965,886.482213114754,49268.2133606557,159.1,369.458278688525,45073.91,26.4045081967213,11.4188524590164,1828.25,6.49311475409836,792.16,1388.46081967213,42194.5232786885,113.55,Southwest,Texas
2014,"Lubbock, TX",33.5846,101.8456,NA,33.14502019444037,398.685901639344,97279.36,27.4415163934426,12.6991393442623,14.7423770491803,6.9109631147541,1686.275,1380.4843442623,45731.3683196721,531.06,468.418333333333,14052.55,24.8506666666667,6.51966666666667,18.331,4.729,141.87,362.202666666667,46152.5753333333,10.63,464.571935483871,14401.73,28.4658064516129,11.4187096774194,17.0470967741935,6.54870967741935,203.01,727.057741935484,49402.6874193548,132.29,419.500333333333,12585.01,32.198,18.2003333333333,13.9976666666667,9.68316666666667,290.495,1924.10433333333,51076.6086666667,50.04,408.545806451613,12664.92,32.4470967741935,19.6816129032258,12.7654838709677,10.4643548387097,324.395,2254.86064516129,50398.8129032258,50.99,436.192903225806,13521.98,33.6196774193548,19.0812903225806,14.5383870967742,10.741935483871,333,2078.28903225806,47662.0277419355,20.1,314.985,9449.55,26.6983333333333,16.5586666666667,10.1396666666667,6.4095,192.285,1786.516,43966.8083333333,198.1,379.883225806452,11776.38,25.8470967741935,9.87483870967742,15.9722580645161,5.12354838709677,158.83,1234.31903225806,40128.5106451613,10.65,294.241333333333,8827.24,15.0516666666667,-0.0506666666666671,15.1023333333333,1.413,42.39,650.772333333333,36907.3633333333,58.26,466.463606557377,28454.28,26.687868852459,9.00934426229508,17.6785245901639,5.65377049180328,344.88,547.620819672131,47804.2716393443,142.92,413.933278688525,25249.93,32.3245901639344,18.9531147540984,13.3714754098361,10.0801639344262,614.89,2092.19360655738,50732.1550819672,101.03,376.582459016393,22971.53,30.215737704918,17.8406557377049,12.3750819672131,8.61122950819672,525.285,1934.79409836066,45844.7067213115,218.2,337.764262295082,20603.62,20.537868852459,4.99344262295082,15.5444262295082,3.29868852459016,201.22,947.328852459016,38544.3398360656,68.91,440.198442622951,53704.21,29.5062295081967,13.9812295081967,1894.05,7.86696721311476,959.77,1319.90721311475,49268.2133606557,243.95,357.173360655738,43575.15,25.3768032786885,11.4170491803279,1703.09,5.95495901639344,726.505,1441.0614754098401,42194.5232786885,287.11,Southwest,Texas
2015,"Lubbock, TX",33.5846,101.8456,NA,34.191961558675786,388.930491803279,94899.04,27.6839344262295,13.6285245901639,14.0554098360656,6.96055327868852,1698.375,1558.6943852459,45731.3683196721,713.57,434.740333333333,13042.21,24.3476666666667,8.31866666666667,16.029,4.433,132.99,631.622333333333,46152.5753333333,44.12,388.933548387097,12056.94,25.1529032258065,11.8206451612903,13.3322580645161,4.8191935483871,149.395,1293.01483870968,49402.6874193548,304.29,434.761333333333,13042.84,31.0596666666667,18.0673333333333,12.9923333333333,9.02933333333333,270.88,2080.98266666667,51076.6086666667,69.49,425.39,13187.09,33.1938709677419,20.1332258064516,13.0606451612903,11.0635483870968,342.97,2363.46967741935,50398.8129032258,120,425.1,13178.1,33.6941935483871,19.2403225806452,14.4538709677419,10.9083870967742,338.16,2238.46580645161,47662.0277419355,9.09,387.781,11633.43,31.6406666666667,17.202,14.4386666666667,8.91116666666667,267.335,1880.289,43966.8083333333,18.8,326.395161290323,10118.25,24.341935483871,11.0622580645161,13.2796774193548,4.37870967741936,135.74,1176.11451612903,40128.5106451613,122.93,288.006,8640.18,17.8523333333333,2.92566666666667,14.9266666666667,2.03016666666667,60.905,777.72,36907.3633333333,24.85,411.461475409836,25099.15,24.7568852459016,10.0983606557377,14.6585245901639,4.62926229508197,282.385,967.739836065574,47804.2716393443,348.41,429.998852459016,26229.93,32.144262295082,19.1172131147541,13.0270491803279,10.0631147540984,613.85,2224.54163934426,50732.1550819672,189.49,406.746393442623,24811.53,32.684262295082,18.237868852459,14.446393442623,9.92614754098361,605.495,2062.31327868852,45844.7067213115,27.89,307.515245901639,18758.43,21.1503278688525,7.06065573770492,14.0896721311475,3.22368852459016,196.645,980.182786885246,38544.3398360656,147.78,420.730163934426,51329.08,28.4505737704918,14.6077868852459,1688.82,7.34618852459016,896.235,1596.14073770492,49268.2133606557,537.9,357.130819672131,43569.96,26.9172950819672,12.649262295082,1740.7,6.57491803278689,802.14,1521.24803278689,42194.5232786885,175.67,Southwest,Texas
