"breeder","sample","yr","reg_code","reg","loccode","loc","varcode","var","rep","mic","mat","uhml","ui","sf","str","elg","rd","plusb","yt","waste","nep_cnt","scn_cnt","l_n","sfc_n","l_w","sfc_w","uql_w","fine","ifc","mat_rat"
"12","6",16,20,"EAS",67,"Starkville, MS",1404,"PHY 499WRF",2,4.32,0.85,1.14,84.9,7.4,31.6,8.6,79.5,8.4,"77.3","7.72",102,6,0.88,16,1.02,5.1,1.18,187,2.9,1.02
"12","1",16,20,"EAS",67,"Starkville, MS",1412,"DP 0912B2RF",1,4.88,0.87,1.08,84.2,7.9,26.5,7.5,77.8,8.1,"70","7.51",119,9,0.84,18,0.99,6.3,1.15,192,3,1.02
"12","2",16,20,"EAS",67,"Starkville, MS",1412,"DP 0912B2RF",2,4.63,0.86,1.11,83.8,8.1,29.9,7.7,80,7.9,"69.900000000000006","7.45",100,12,0.85,16,0.99,5.6,1.14,196,2.6,1.03
"12","7",16,20,"EAS",67,"Starkville, MS",1426,"Phy 725RF",1,4.26,0.85,1.2,84.9,6.5,33.8,8.3,76.9,8,"72.2","5.7",100,6,0.93,13,1.07,4.4,1.26,179,2.5,1.03
"12","8",16,20,"EAS",67,"Starkville, MS",1426,"Phy 725RF",2,4.52,0.86,1.2,85,7,34.4,8,78.1,8.5,"79.8","4.99",88,4,0.96,12,1.09,3.6,1.27,187,1.9,1.05
"12","3",16,20,"EAS",67,"Starkville, MS",1441,"FM 2484B2F",1,3.86,0.85,1.2,84.9,7.2,32.5,6.9,83.5,7.1,"73.5","5.23",154,10,0.87,21,1.05,6.9,1.26,166,4.1,0.99
"12","4",16,20,"EAS",67,"Starkville, MS",1441,"FM 2484B2F",2,3.87,0.85,1.21,86.2,6.8,32.7,6.7,81.9,6.9,"77.3","5.32",136,14,0.96,14,1.11,4.2,1.29,170,3.1,1.02
"12","27",16,20,"EAS",67,"Starkville, MS",1459,"PHY 444WRF",1,3.7,0.84,1.27,86.4,6.2,32.1,7.2,81.7,8.1,"74.400000000000006","5.93",84,8,0.96,16,1.14,4.9,1.34,172,3.2,1.01
"12","28",16,20,"EAS",67,"Starkville, MS",1459,"PHY 444WRF",2,4.02,0.85,1.27,86.4,6.4,32.1,7.4,83.1,8.6,"79.2","5.95",158,5,0.9,20,1.08,6.3,1.28,183,3.2,1.02
"12","23",16,20,"EAS",67,"Starkville, MS",1468,"ST 4946GLB2",1,4.37,0.85,1.2,86.2,6.1,31.5,8,79.4,8.3,"77.900000000000006","5.73",84,11,0.9,16,1.05,5.5,1.23,180,3,1.02
"12","24",16,20,"EAS",67,"Starkville, MS",1468,"ST 4946GLB2",2,3.69,0.84,1.14,84.9,7.4,30.6,7.9,79.7,8.2,"81.5","7.57",152,10,0.84,20,1.01,6.9,1.19,167,4.2,0.98
"12","29",16,20,"EAS",67,"Starkville, MS",1478,"PHY 333WRF",1,3.78,0.85,1.18,84.3,8.2,28.8,6.6,79.5,8.1,"78.3","6.64",198,14,0.84,22,1.01,7.6,1.22,169,4.3,0.98
"12","30",16,20,"EAS",67,"Starkville, MS",1478,"PHY 333WRF",2,4.01,0.85,1.16,84.2,7.9,28.2,6.8,79.5,8.5,"71.7","7.59",113,11,0.88,18,1.04,6.1,1.23,178,3.5,1
"12","25",16,20,"EAS",67,"Starkville, MS",1502,"PHY 552WRF",1,4.43,0.86,1.14,84.4,8.2,31.2,7.1,81.6,7.9,"79.5","5.87",78,5,0.89,16,1.04,5.1,1.22,186,2.4,1.03
"12","26",16,20,"EAS",67,"Starkville, MS",1502,"PHY 552WRF",2,4.69,0.86,1.16,86.8,6.5,33.5,7.8,81.6,7.6,"74.900000000000006","6.63",86,8,0.95,12,1.07,3.5,1.22,196,1.7,1.06
"12","21",16,20,"EAS",67,"Starkville, MS",1511,"ST 6182GLT",1,4.92,0.87,1.17,85.6,7.5,29.2,7.2,82,8.3,"69.8","5",74,8,0.92,13,1.04,4.2,1.21,191,2.1,1.03
"12","22",16,20,"EAS",67,"Starkville, MS",1511,"ST 6182GLT",2,5.09,0.87,1.15,84.8,7.6,29,7.1,81.9,8.6,"68.099999999999994","6.11",88,4,0.93,12,1.05,3.7,1.2,202,1.6,1.06
"12","13",16,20,"EAS",67,"Starkville, MS",1516,"DP 1646B2XF",1,4.6,0.86,1.22,84.8,7.8,28.9,7.7,83.5,7.8,"62","7.02",106,13,0.91,18,1.08,5.6,1.3,183,3.1,1
"12","14",16,20,"EAS",67,"Starkville, MS",1516,"DP 1646B2XF",2,4.03,0.84,1.18,82,10.3,29.6,8,82.8,7.4,"69.7","6.98",126,7,0.91,20,1.1,6.3,1.32,170,4.2,0.96
"12","17",16,20,"EAS",67,"Starkville, MS",1517,"DP 1614B2XF",1,4.68,0.85,1.17,85.6,7.3,30.4,9.2,78.6,8.2,"68.2","5.77",66,0,0.88,17,1.03,5.7,1.2,190,2.8,1.02
"12","18",16,20,"EAS",67,"Starkville, MS",1517,"DP 1614B2XF",2,4.13,0.84,1.19,84.6,7.1,29.6,8.2,80.5,8.8,"76.3","8.11",119,8,0.87,18,1.02,6.2,1.21,180,3.3,1
"12","19",16,20,"EAS",67,"Starkville, MS",1518,"ST 4848GLT",1,4.4,0.86,1.13,84.1,8.1,28.4,7.1,81.7,8.6,"72","7.8",103,10,0.9,15,1.03,4.9,1.2,185,2.8,1
"12","20",16,20,"EAS",67,"Starkville, MS",1518,"ST 4848GLT",2,4.42,0.86,1.16,84.9,7.2,28.7,7.1,79,7.6,"81.7","6.99",119,10,0.86,18,1,6,1.18,185,3.4,0.98
"12","9",16,20,"EAS",67,"Starkville, MS",1525,"DG 326B2XF",1,4.98,0.86,1.11,85,6.8,27.6,9.1,79.9,8,"65.2","8.82",106,3,0.87,16,1,5.3,1.16,196,4.1,1
"12","10",16,20,"EAS",67,"Starkville, MS",1525,"DG 326B2XF",2,4.62,0.85,1.13,84.5,7.9,30.6,9.7,80.7,8,"75.900000000000006","6.16",98,8,0.91,14,1.05,4.5,1.21,195,2.8,1.01
"12","11",16,20,"EAS",67,"Starkville, MS",1526,"DG 3757B2XF",1,4.6,0.86,1.14,83.4,8.9,27,7.8,78.9,8.1,"64.900000000000006","5.51",139,13,0.87,18,1.01,6.3,1.2,181,3.4,0.99
"12","12",16,20,"EAS",67,"Starkville, MS",1526,"DG 3757B2XF",2,4.91,0.87,1.14,85.4,7,28.5,7.7,80.9,8.8,"69.900000000000006","5.26",96,5,0.9,15,1.03,4.9,1.2,191,2.7,1
"12","15",16,20,"EAS",67,"Starkville, MS",1527,"DP 1639B2XF",1,5.04,0.87,1.17,85.8,7.2,32,7.6,80.6,7.7,"81.400000000000006","6.31",78,7,0.92,13,1.05,4.3,1.2,203,1.9,1.03
"12","16",16,20,"EAS",67,"Starkville, MS",1527,"DP 1639B2XF",2,5.18,0.87,1.16,85.5,6.7,32.7,8,80.1,8,"74.900000000000006","6.48",61,10,0.96,12,1.07,3.6,1.23,203,1.9,1.03
"71","5",16,20,"EAS",153,"Griffin, GA",1404,"PHY 499WRF",1,4.47,0.85,1.15,85.9,6.7,31.1,9.1,67.4,6.9,"75.5","11.56",174,22,0.85,18,1,5.8,1.16,184,2.4,1.02
"71","6",16,20,"EAS",153,"Griffin, GA",1404,"PHY 499WRF",2,4.71,0.85,1.15,85.1,6.8,32.2,9.5,65.4,7.4,"73.099999999999994",".",144,19,0.88,15,1.01,4.7,1.17,188,2.1,1.02
"71","1",16,20,"EAS",153,"Griffin, GA",1412,"DP 0912B2RF",1,4.64,0.85,1.11,84.1,8.2,29,8.6,59.7,6.8,"83.4","24.45",144,48,0.85,16,0.98,5.3,1.13,202,2.3,1.05
"71","2",16,20,"EAS",153,"Griffin, GA",1412,"DP 0912B2RF",2,5.09,0.86,1.14,86,6.5,31.1,8.8,68.3,7.2,"81.8","4.26",135,8,0.86,14,0.99,4.4,1.12,209,1.7,1.06
"71","7",16,20,"EAS",153,"Griffin, GA",1426,"Phy 725RF",1,4.09,0.85,1.23,85.4,6.7,37.4,8.4,68.4,8,"72.599999999999994","13.09",158,18,0.88,17,1.04,5.6,1.22,178,2.3,1.04
"71","8",16,20,"EAS",153,"Griffin, GA",1426,"Phy 725RF",2,4.14,0.85,1.22,84.3,6.9,34.7,8.3,65.8,7,"72.5","13.15",174,26,0.88,17,1.04,5.6,1.22,171,2.6,1.03
"71","3",16,20,"EAS",153,"Griffin, GA",1441,"FM 2484B2F",1,4.1,0.85,1.25,84.9,7.1,34.1,7,69.7,6.6,"77.099999999999994","13.46",125,12,0.91,17,1.08,5.1,1.27,181,2.2,1.05
"71","4",16,20,"EAS",153,"Griffin, GA",1441,"FM 2484B2F",2,3.8,0.85,1.24,84.8,7.4,32.8,6.8,65.6,5.7,"83.5","14.25",202,28,0.87,20,1.05,6.5,1.25,170,3.1,1.02
"71","27",16,20,"EAS",153,"Griffin, GA",1459,"PHY 444WRF",1,3.85,0.84,1.28,86.8,6.1,32.3,7.7,70.8,7.3,"69.3","12",132,16,1,15,1.17,4.2,1.38,170,3.1,0.98
"71","28",16,20,"EAS",153,"Griffin, GA",1459,"PHY 444WRF",2,3.84,0.84,1.26,85.8,7.2,31.3,8,67.1,7.5,"66.900000000000006","12.43",196,22,0.98,15,1.15,4.4,1.36,173,3.1,0.97
"71","23",16,20,"EAS",153,"Griffin, GA",1468,"ST 4946GLB2",1,5.01,0.86,1.18,84.8,6.5,33,9,69.7,8.1,"76.5","16.73",120,13,0.93,14,1.07,4.4,1.25,197,2.3,1.01
"71","24",16,20,"EAS",153,"Griffin, GA",1468,"ST 4946GLB2",2,4.24,0.84,1.17,85.2,7.1,31.5,8.7,67.5,7.9,"77.7","12.86",148,10,0.91,16,1.07,5.1,1.25,175,3.4,0.96
"71","29",16,20,"EAS",153,"Griffin, GA",1478,"PHY 333WRF",1,4.18,0.85,1.19,85.6,7.2,30,7.8,66.1,6.9,"72.400000000000006","14.64",146,28,0.94,15,1.09,4.5,1.27,183,3,0.99
"71","30",16,20,"EAS",153,"Griffin, GA",1478,"PHY 333WRF",2,4.07,0.84,1.18,84.4,7.4,32.3,8.3,68.5,6.8,"73.8","11.17",151,28,0.95,15,1.1,4.5,1.28,185,2.5,1.01
"71","25",16,20,"EAS",153,"Griffin, GA",1502,"PHY 552WRF",1,4.15,0.85,1.16,85.2,7.4,32.7,8.3,67.5,5.9,"73.099999999999994","14.95",159,42,0.94,14,1.09,4.3,1.26,176,3.1,0.98
"71","26",16,20,"EAS",153,"Griffin, GA",1502,"PHY 552WRF",2,4.12,0.84,1.19,84.8,6.8,32.6,8.4,68.8,6.9,"83.6","14.35",193,38,0.95,14,1.09,4.1,1.26,168,3.2,0.96
"71","21",16,20,"EAS",153,"Griffin, GA",1511,"ST 6182GLT",1,4.33,0.85,1.16,85.6,6.9,29,8.2,68.8,7.2,"76.099999999999994","7.57",130,14,0.92,15,1.07,4.5,1.24,176,3.3,0.95
"71","22",16,20,"EAS",153,"Griffin, GA",1511,"ST 6182GLT",2,4.36,0.85,1.28,84.5,6.5,30,8.5,73.1,7.2,"70.3","10.48",130,9,0.96,16,1.13,4.8,1.35,176,3.1,0.96
"71","13",16,20,"EAS",153,"Griffin, GA",1516,"DP 1646B2XF",1,4.13,0.85,1.19,85.5,6.3,35,8.2,67.7,7.5,"81.8","13.85",124,29,0.88,16,1.03,5.1,1.19,183,2.6,1.02
"71","14",16,20,"EAS",153,"Griffin, GA",1516,"DP 1646B2XF",2,4.15,0.84,1.22,83.1,8.3,28.8,8.6,69.6,6.6,"70","20.34",164,18,0.91,18,1.08,5.4,1.28,182,2.7,1
"71","17",16,20,"EAS",153,"Griffin, GA",1517,"DP 1614B2XF",1,4.75,0.85,1.2,85.9,6.2,29.9,9.1,70.6,7.1,"65.7","10.220000000000001",213,23,0.89,18,1.05,5.9,1.24,187,3.1,0.98
"71","18",16,20,"EAS",153,"Griffin, GA",1517,"DP 1614B2XF",2,4.89,0.86,1.23,86.2,6.4,31.2,9.3,66,7.1,"69.900000000000006","12.68",132,23,0.93,17,1.1,5,1.29,185,3.4,0.96
"71","19",16,20,"EAS",153,"Griffin, GA",1518,"ST 4848GLT",1,4.33,0.85,1.17,85.9,7.3,30.2,8.7,62.4,6.2,"71.2","17.29",108,24,0.94,14,1.08,4.3,1.26,187,3.1,0.97
"71","20",16,20,"EAS",153,"Griffin, GA",1518,"ST 4848GLT",2,4.51,0.86,1.17,86,7.2,30.9,7.7,68.6,7,"82.6","12.18",181,13,0.86,20,1.03,6.6,1.22,189,4.1,0.95
"71","9",16,20,"EAS",153,"Griffin, GA",1525,"DG 326B2XF",1,4.3,0.84,1.12,84.5,7.5,28.1,9.5,70.5,7.8,"91.8","16.329999999999998",130,24,0.85,17,0.98,5.7,1.13,168,3.6,0.96
"71","10",16,20,"EAS",153,"Griffin, GA",1525,"DG 326B2XF",2,4.36,0.84,1.14,83.9,7.6,27,9.9,70,7,"81.400000000000006","11.25",162,35,0.86,16,0.99,5.1,1.14,184,2.7,0.98
"71","11",16,20,"EAS",153,"Griffin, GA",1526,"DG 3757B2XF",1,4.35,0.84,1.14,83.6,8.1,29,9.7,69.5,7.2,"75.400000000000006","11.03",132,14,0.86,16,1,5.5,1.16,185,2.9,0.99
"71","12",16,20,"EAS",153,"Griffin, GA",1526,"DG 3757B2XF",2,4.14,0.84,1.15,84.5,7.6,28.2,9.3,67.3,7.1,"73.3","15.82",182,30,0.86,16,1,5.4,1.16,182,2.8,0.98
"71","15",16,20,"EAS",153,"Griffin, GA",1527,"DP 1639B2XF",1,4.45,0.84,1.27,85.8,7.1,29,8.7,68.7,6.6,"71.8","12.68",134,24,0.9,14,1.03,4.8,1.19,174,2.5,0.99
"71","16",16,20,"EAS",153,"Griffin, GA",1527,"DP 1639B2XF",2,4.1,0.84,1.17,86.2,6.4,33.2,8.6,69.4,6.9,"88.3","13.18",138,22,0.86,18,1.01,5.9,1.17,177,3.1,0.99
"78","5",16,20,"EAS",166,"Suffolk, VA",1404,"PHY 499WRF",1,5.55,0.87,1.16,86.2,6.6,34.7,9.4,80.7,7.7,"69.5","3.84",76,0,0.96,11,1.08,3.4,1.24,221,1.4,1.09
"78","6",16,20,"EAS",166,"Suffolk, VA",1404,"PHY 499WRF",2,5.19,0.86,1.17,85.3,6.5,34,9.7,80.9,7.4,"71.8","3.62",92,2,1,10,1.12,2.8,1.28,216,1.6,1.08
"78","1",16,20,"EAS",166,"Suffolk, VA",1412,"DP 0912B2RF",1,5.6,0.87,1.13,85.4,6.6,30.8,9.1,80.6,7.3,"69.5","4.4400000000000004",114,8,0.93,11,1.04,3.5,1.19,229,1.2,1.08
"78","2",16,20,"EAS",166,"Suffolk, VA",1412,"DP 0912B2RF",2,5.37,0.87,1.14,85.2,7.1,30.8,9.2,81.5,7.9,"75.8","3.61",78,3,0.99,8,1.09,2.4,1.23,220,1.3,1.08
"78","7",16,20,"EAS",166,"Suffolk, VA",1426,"Phy 725RF",1,4.78,0.86,1.3,86.2,5.4,37.6,8.1,78.4,8.1,"81.599999999999994","3.96",100,4,1.08,7,1.2,1.9,1.38,205,0.8,1.11
"78","8",16,20,"EAS",166,"Suffolk, VA",1426,"Phy 725RF",2,4.67,0.86,1.26,85.2,6.7,39.4,8.2,79.1,7.9,"87.6","5.14",128,6,1.06,8,1.19,2.3,1.37,200,1.1,1.09
"78","3",16,20,"EAS",166,"Suffolk, VA",1441,"FM 2484B2F",1,4.77,0.87,1.24,85.2,6.6,35.9,7.6,82.5,6.5,"75.2","4.97",95,2,0.99,12,1.13,3.5,1.32,202,1.6,1.08
"78","4",16,20,"EAS",166,"Suffolk, VA",1441,"FM 2484B2F",2,4.7,0.86,1.23,84.6,7,33.4,7.4,82.4,6.7,"76.8","2.19",114,1,1.02,11,1.15,2.9,1.33,201,1.6,1.08
"78","27",16,20,"EAS",166,"Suffolk, VA",1459,"PHY 444WRF",1,4.63,0.86,1.29,87.1,5.8,32.2,8.4,81.5,7.4,"71.8","4.09",160,6,1,14,1.16,4.1,1.36,200,2.3,1.06
"78","28",16,20,"EAS",166,"Suffolk, VA",1459,"PHY 444WRF",2,4.38,0.85,1.25,85.8,6.7,32.9,8.3,83.4,7.8,"67.400000000000006","3.68",84,2,1.09,10,1.23,2.5,1.41,197,1.8,1.07
"78","23",16,20,"EAS",166,"Suffolk, VA",1468,"ST 4946GLB2",1,5.44,0.87,1.2,85.7,6.5,31.1,8.9,80.1,8,"79.599999999999994","4.3099999999999996",118,3,0.96,12,1.09,3.4,1.25,226,1.6,1.09
"78","24",16,20,"EAS",166,"Suffolk, VA",1468,"ST 4946GLB2",2,5.22,0.87,1.18,85.6,6.6,33.5,9,78.7,7,"84.7","4.66",86,4,0.99,10,1.11,2.9,1.26,222,1.6,1.08
"78","29",16,20,"EAS",166,"Suffolk, VA",1478,"PHY 333WRF",1,5.19,0.87,1.19,84.9,7.2,32.8,8.6,79.8,7.6,"67.900000000000006","4.5999999999999996",95,2,0.98,12,1.12,3.5,1.29,210,1.8,1.07
"78","30",16,20,"EAS",166,"Suffolk, VA",1478,"PHY 333WRF",2,4.79,0.86,1.23,85.5,6.5,33.3,8.5,82.4,7.8,"64.900000000000006","14.48",152,18,0.96,14,1.11,4.3,1.29,203,2.4,1.05
"78","25",16,20,"EAS",166,"Suffolk, VA",1502,"PHY 552WRF",1,4.77,0.86,1.22,86.9,5.9,33.3,8.3,82,6.8,"75","4.3499999999999996",95,2,1.05,7,1.16,2,1.3,204,1.3,1.08
"78","26",16,20,"EAS",166,"Suffolk, VA",1502,"PHY 552WRF",2,4.71,0.86,1.21,85.8,6.7,32.2,8.8,83.2,6.6,"78.2","4.28",92,0,1.03,9,1.14,2.5,1.29,204,1.5,1.07
"78","21",16,20,"EAS",166,"Suffolk, VA",1511,"ST 6182GLT",1,5.01,0.87,1.21,85.1,7.2,31.2,7.9,82,7.3,"64.599999999999994","2.77",129,4,0.98,10,1.1,2.9,1.27,213,1.5,1.08
"78","22",16,20,"EAS",166,"Suffolk, VA",1511,"ST 6182GLT",2,5.06,0.86,1.2,86.1,6,32.8,8.9,81.1,7.3,"64.599999999999994","4.3600000000000003",146,0,0.99,10,1.11,3,1.27,208,1.6,1.06
"78","13",16,20,"EAS",166,"Suffolk, VA",1516,"DP 1646B2XF",1,4.7,0.85,1.33,86.2,5.1,31.2,9.3,85,7.4,"68.3","2.97",195,1,1.03,12,1.18,3.3,1.38,203,2,1.05
"78","14",16,20,"EAS",166,"Suffolk, VA",1516,"DP 1646B2XF",2,4.79,0.85,1.28,85,6.1,30.5,9.3,84.4,6.6,"67.900000000000006","3.66",144,4,1.03,11,1.17,3.2,1.36,203,1.8,1.06
"78","17",16,20,"EAS",166,"Suffolk, VA",1517,"DP 1614B2XF",1,5.13,0.86,1.25,85.5,6.7,33,9.8,78.5,6.8,"68.599999999999994","6.24",158,9,1.01,12,1.15,3.3,1.33,216,1.5,1.07
"78","18",16,20,"EAS",166,"Suffolk, VA",1517,"DP 1614B2XF",2,5.12,0.86,1.22,85.2,7,30.2,9.7,80.5,7.9,"65.099999999999994","4.05",118,7,1.01,11,1.14,3,1.31,213,1.7,1.05
"78","19",16,20,"EAS",166,"Suffolk, VA",1518,"ST 4848GLT",1,5.3,0.88,1.24,87.1,6,33.1,7.5,81.9,7.4,"71.099999999999994","4.28",80,12,1.08,8,1.2,2.1,1.36,211,1.6,1.07
"78","20",16,20,"EAS",166,"Suffolk, VA",1518,"ST 4848GLT",2,5.27,0.87,1.21,86.1,5.8,34.5,8.9,82.7,7.8,"69.900000000000006","3.63",92,3,1.01,10,1.13,2.7,1.29,220,1.4,1.08
"78","9",16,20,"EAS",166,"Suffolk, VA",1525,"DG 326B2XF",1,4.9,0.85,1.19,85.8,6.6,29.8,10.2,83,7.9,"63","4.03",125,4,0.99,9,1.1,2.8,1.25,212,2,1.04
"78","10",16,20,"EAS",166,"Suffolk, VA",1525,"DG 326B2XF",2,4.7,0.84,1.19,84.9,7,30.6,10.5,82.3,7.5,"60.3","3.61",118,2,1,10,1.11,2.9,1.26,208,2.1,1.03
"78","11",16,20,"EAS",166,"Suffolk, VA",1526,"DG 3757B2XF",1,4.89,0.85,1.2,85.9,6.4,30.8,9.5,81.6,7.8,"65.5","4.29",153,7,1.01,10,1.13,2.7,1.29,207,1.9,1.04
"78","12",16,20,"EAS",166,"Suffolk, VA",1526,"DG 3757B2XF",2,4.97,0.86,1.15,84.7,7.2,29.2,9.5,80.8,7.4,"64.400000000000006","4.38",102,4,1,10,1.11,2.9,1.27,205,2,1.03
"78","15",16,20,"EAS",166,"Suffolk, VA",1527,"DP 1639B2XF",1,4.98,0.85,1.21,85.8,6.7,33.2,9.9,82.9,7.6,"71.599999999999994","3.38",152,3,0.99,10,1.11,2.9,1.27,212,1.9,1.05
"78","16",16,20,"EAS",166,"Suffolk, VA",1527,"DP 1639B2XF",2,5.11,0.86,1.22,86,5.7,33.2,9.6,83.1,7.7,"66.900000000000006","1.9",92,4,1.04,7,1.14,2.1,1.29,219,1.3,1.06
"26","5",16,30,"CEN",19,"College Station, TX",1404,"PHY 499WRF",1,5,0.86,1.19,86.5,6.6,32.1,8.6,77.3,7.1,"68.599999999999994","10.11",80,4,0.93,13,1.06,4.2,1.22,195,2.1,1.01
"26","6",16,30,"CEN",19,"College Station, TX",1404,"PHY 499WRF",3,4.91,0.86,1.17,86.1,7.6,30.5,9,76.2,7.3,"58.9","6.78",148,26,0.88,19,1.04,6.1,1.22,189,3.3,0.98
"26","1",16,30,"CEN",19,"College Station, TX",1412,"DP 0912B2RF",1,4.93,0.86,1.16,84.2,8.2,29.5,8.5,74.3,6.9,"67.7","13.52",96,2,0.88,17,1.02,5.6,1.2,188,3.7,0.98
"26","2",16,30,"CEN",19,"College Station, TX",1412,"DP 0912B2RF",3,5.44,0.88,1.13,84.5,7.8,29.3,8,74.9,7.4,"76.900000000000006","8.0500000000000007",154,8,0.88,15,1.01,4.9,1.18,200,2.2,1.02
"26","7",16,30,"CEN",19,"College Station, TX",1426,"Phy 725RF",1,4.43,0.85,1.28,86.2,6.2,34.8,8.4,75,8.2,"62.8","5.88",112,9,0.92,17,1.09,5.3,1.3,170,3.5,0.98
"26","15",16,30,"CEN",19,"College Station, TX",1427,"DP 1044B2RF",1,4.59,0.85,1.18,85.4,7.3,29.4,8.7,75.7,7,"81.900000000000006","6.85",125,12,0.86,19,1.02,6.4,1.22,184,4,0.95
"26","16",16,30,"CEN",19,"College Station, TX",1427,"DP 1044B2RF",3,4.79,0.85,1.18,84.2,8,29,9,75.6,7.3,"78.7","6.89",116,14,0.84,20,1,6.6,1.19,187,3.9,0.96
"26","13",16,30,"CEN",19,"College Station, TX",1436,"DP 1219B2RF",1,4.5,0.86,1.19,82.6,9.6,31.2,7.7,77.5,6.2,"71","6.32",214,17,0.8,27,1,9.7,1.23,170,4.7,0.95
"26","14",16,30,"CEN",19,"College Station, TX",1436,"DP 1219B2RF",3,4.3,0.85,1.21,83.7,8.5,32.2,7.5,76.6,7,"78.599999999999994","5.7",178,9,0.87,22,1.06,7.4,1.29,167,4.6,0.96
"26","17",16,30,"CEN",19,"College Station, TX",1438,"All-Tex Nitro 44B2RF",1,4.13,0.85,1.29,85.9,6.2,32.1,8.1,77.7,7.4,"69.7","11.98",132,11,0.94,15,1.1,4.6,1.29,175,3.3,0.97
"26","18",16,30,"CEN",19,"College Station, TX",1438,"All-Tex Nitro 44B2RF",3,4.01,0.85,1.33,86.6,5.5,31.6,7.8,77.3,7.5,"79.5","7.19",247,12,0.94,18,1.13,5.4,1.35,164,4.4,0.95
"26","3",16,30,"CEN",19,"College Station, TX",1441,"FM 2484B2F",1,4.46,0.86,1.27,84,7.8,31.7,6.6,79.2,6.6,"68.400000000000006","11.51",103,13,0.93,17,1.11,5.2,1.32,178,3,1.01
"26","4",16,30,"CEN",19,"College Station, TX",1441,"FM 2484B2F",3,4.32,0.86,1.27,84.9,6.9,32.3,6.7,78.3,6.2,"63.1","6.87",151,19,0.91,19,1.09,5.9,1.3,173,3.5,0.99
"26","9",16,30,"CEN",19,"College Station, TX",1465,"NG 1511B2RF",1,4.77,0.85,1.2,85.6,7.5,30.9,9.1,76.4,7.2,"61.1","5.56",137,4,0.9,15,1.04,4.9,1.22,183,3.4,0.98
"26","10",16,30,"CEN",19,"College Station, TX",1465,"NG 1511B2RF",3,4.75,0.86,1.21,86.2,6.7,31.1,8.6,76.7,7,"75.900000000000006","6.85",96,8,0.91,15,1.07,4.9,1.24,179,3.6,0.97
"26","21",16,30,"CEN",19,"College Station, TX",1468,"ST 4946GLB2",1,4.95,0.86,1.2,85.3,7.1,32.1,8.5,76.7,7.8,"83.6","6.62",88,6,0.92,15,1.06,4.5,1.24,194,2.7,1
"26","22",16,30,"CEN",19,"College Station, TX",1468,"ST 4946GLB2",3,5.13,0.87,1.19,86.4,7.6,33.8,8.2,74.7,8.1,"70.900000000000006","5.89",134,10,0.91,15,1.06,4.6,1.23,194,2.4,1.01
"26","11",16,30,"CEN",19,"College Station, TX",1495,"Croplan 3787B2RF",1,4.74,0.86,1.21,86.4,6.9,28,8.6,76.2,7.6,"71.599999999999994","13.44",153,10,0.89,17,1.05,5.7,1.23,177,4.1,0.94
"26","12",16,30,"CEN",19,"College Station, TX",1495,"Croplan 3787B2RF",3,4.37,0.85,1.24,84.5,7.1,28.3,8.6,76.1,7.3,"64.400000000000006","6.19",76,6,0.97,13,1.11,4,1.3,172,3.6,0.95
"26","27",16,30,"CEN",21,"Weslaco, TX",1404,"PHY 499WRF",1,5.09,0.87,1.15,84.9,7.4,30.6,8.5,76.4,9.5,"74.900000000000006","6.4",110,13,0.88,17,1.03,5.6,1.2,198,2.6,1.03
"26","28",16,30,"CEN",21,"Weslaco, TX",1404,"PHY 499WRF",3,4.83,0.86,1.2,87.3,7.2,32.3,8.5,78.9,10,"80.900000000000006","5.65",108,8,0.96,14,1.1,4.2,1.28,194,2.4,1.03
"26","23",16,30,"CEN",21,"Weslaco, TX",1412,"DP 0912B2RF",1,5.12,0.87,1.16,85.3,7,27.9,8.1,79.6,9.6,"73.2","9.0399999999999991",89,10,0.91,14,1.05,4.4,1.21,205,1.9,1.05
"26","24",16,30,"CEN",21,"Weslaco, TX",1412,"DP 0912B2RF",3,4.83,0.86,1.15,84.4,7.7,29.3,8.1,77.3,8.9,"82.7","6.14",87,5,0.91,14,1.04,4.3,1.21,199,2.3,1.03
"26","29",16,30,"CEN",21,"Weslaco, TX",1426,"Phy 725RF",1,4.68,0.86,1.26,86.6,6.7,33.4,7.8,76.9,10.7,"90.5","5.43",146,4,0.92,16,1.07,5,1.26,185,2.5,1.03
"26","30",16,30,"CEN",21,"Weslaco, TX",1426,"Phy 725RF",3,4.54,0.86,1.3,86.2,6.5,33.2,7.6,77.2,10.7,"73.3","5.63",169,7,0.96,16,1.12,4.7,1.34,182,2.6,1.03
"26","37",16,30,"CEN",21,"Weslaco, TX",1427,"DP 1044B2RF",1,4.3,0.85,1.16,84.5,8.4,30.2,8.4,80.2,10.3,"62.6","6.33",153,3,0.86,18,1.02,6,1.2,191,3,1
"26","38",16,30,"CEN",21,"Weslaco, TX",1427,"DP 1044B2RF",3,4.52,0.85,1.16,84.7,8,28.7,8.4,80.8,9.7,"71.8","5.96",147,10,0.85,19,1.01,6.4,1.19,190,3.3,1
"26","35",16,30,"CEN",21,"Weslaco, TX",1436,"DP 1219B2RF",1,4.41,0.86,1.21,83.2,8.7,33.3,6.5,81.1,10.9,"73.8","11.75",197,6,0.83,23,1.01,8.1,1.22,181,3.2,1.01
"26","36",16,30,"CEN",21,"Weslaco, TX",1436,"DP 1219B2RF",3,4.59,0.86,1.16,82.8,9.2,30.6,6.9,77.9,10,"71","6.82",132,6,0.86,20,1.03,6.9,1.24,184,3.1,1.02
